countryid,teamName,countryCode,teamNameClean,teamNameCleanAll,FlagPath,FlagPathWeb,filename_x
168,Puerto Rico,PUR,puerto rico,puertorico,flags-normal/flag-of-Puerto-Rico.png,,flag-of-Puerto-Rico.png
28,Qatar,QAT,qatar,qatar,flags-normal/flag-of-Qatar.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Qatar.png,flag-of-Qatar.png
56,Republic Of Ireland,IRL,republic of ireland,republicofireland,flags-normal/flag-of-Ireland.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Ireland.png,flag-of-Ireland.png
206,Réunion,REU,reunion,reunion,flags-normal/flag-of-Reunion.png,,flag-of-Reunion.png
64,Romania,ROU,romania,romania,flags-normal/flag-of-Romania.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Romania.png,flag-of-Romania.png
65,Russia,RUS,russia,russia,flags-normal/flag-of-Russia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Russia.png,flag-of-Russia.png
144,Rwanda,RWA,rwanda,rwanda,flags-normal/flag-of-Rwanda.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Rwanda.png,flag-of-Rwanda.png
217,Saint Martin,SMN,saint martin,saintmartin,flags-normal/flag-of-Saint-Martin.png,,flag-of-Saint-Martin.png
16,Samoa,SAM,samoa,samoa,flags-normal/flag-of-Samoa.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Samoa.png,flag-of-Samoa.png
166,San Marino,SMR,san marino,sanmarino,flags-normal/flag-of-San-Marino.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-San-Marino.png,flag-of-San-Marino.png
207,São Tomé And Príncipe,STP,sao tome and principe,saotomeandprincipe,flags-normal/flag-of-Sao-Tome-and-Principe.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Sao-Tome-and-Principe.png,flag-of-Sao-Tome-and-Principe.png
19,Saudi Arabia,KSA,saudi arabia,saudiarabia,flags-normal/flag-of-Saudi-Arabia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Saudi-Arabia.png,flag-of-Saudi-Arabia.png
66,Scotland,SCO,scotland,scotland,flags-normal/flag-of-Scotland.png,,flag-of-Scotland.png
129,Senegal,SEN,senegal,senegal,flags-normal/flag-of-Senegal.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Senegal.png,flag-of-Senegal.png
67,Serbia,SRB,serbia,serbia,flags-normal/flag-of-Serbia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Serbia.png,flag-of-Serbia.png
198,Seychelles,SEY,seychelles,seychelles,flags-normal/flag-of-Seychelles.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Seychelles.png,flag-of-Seychelles.png
123,Sierra Leone,SLE,sierra leone,sierraleone,flags-normal/flag-of-Sierra-Leone.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Sierra-Leone.png,flag-of-Sierra-Leone.png
36,Singapore,SGP,singapore,singapore,flags-normal/flag-of-Singapore.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Singapore.png,flag-of-Singapore.png
218,Sint Maarten,SXM,sint maarten,sintmaarten,flags-normal/flag-of-Sint-Maarten.png,,flag-of-Sint-Maarten.png
68,Slovakia,SVK,slovakia,slovakia,flags-normal/flag-of-Slovakia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Slovakia.png,flag-of-Slovakia.png
69,Slovenia,SVN,slovenia,slovenia,flags-normal/flag-of-Slovenia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Slovenia.png,flag-of-Slovenia.png
13,Solomon Islands,SOL,solomon islands,solomonislands,flags-normal/flag-of-Solomon-Islands.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Solomon-Islands.png,flag-of-Solomon-Islands.png
202,Somalia,SOM,somalia,somalia,flags-normal/flag-of-Somalia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Somalia.png,flag-of-Somalia.png
114,South Africa,RSA,south africa,southafrica,flags-normal/flag-of-South-Africa.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-South-Africa.png,flag-of-South-Africa.png
20,South Korea,KOR,south korea,southkorea,flags-normal/flag-of-Korea-South.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Korea-South.png,flag-of-Korea-South.png
208,South Sudan,SSD,south sudan,southsudan,flags-normal/flag-of-South-Sudan.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-South-Sudan.png,flag-of-South-Sudan.png
70,Spain,ESP,spain,spain,flags-normal/flag-of-Spain.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Spain.png,flag-of-Spain.png
163,Sri Lanka,SRI,sri lanka,srilanka,flags-normal/flag-of-Sri-Lanka.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Sri-Lanka.png,flag-of-Sri-Lanka.png
169,Saint Kitts And Nevis,SKN,saint kitts and nevis,saintkittsandnevis,flags-normal/flag-of-St-Kitts-Nevis.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-St-Kitts-Nevis.png,flag-of-St-Kitts-Nevis.png
180,Saint Lucia,LCA,saint lucia,saintlucia,flags-normal/flag-of-St-Lucia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-St-Lucia.png,flag-of-St-Lucia.png
104,Saint Vincent And The Grenadines,VIN,saint vincent and the grenadines,saintvincentandthegrenadines,flags-normal/flag-of-St-Vincent-the-Grenadines.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-St-Vincent-the-Grenadines.png,flag-of-St-Vincent-the-Grenadines.png
139,Sudan,SDN,sudan,sudan,flags-normal/flag-of-Sudan.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Sudan.png,flag-of-Sudan.png
179,Suriname,SUR,suriname,suriname,flags-normal/flag-of-Suriname.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Suriname.png,flag-of-Suriname.png
71,Sweden,SWE,sweden,sweden,flags-normal/flag-of-Sweden.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Sweden.png,flag-of-Sweden.png
72,Switzerland,SUI,switzerland,switzerland,flags-normal/flag-of-Switzerland.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Switzerland.png,flag-of-Switzerland.png
32,Syria,SYR,syria,syria,flags-normal/flag-of-Syria.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Syria.png,flag-of-Syria.png
154,Tahiti,TAH,tahiti,tahiti,flags-normal/flag-of-Tahiti.png,,flag-of-Tahiti.png
41,Tajikistan,TJK,tajikistan,tajikistan,flags-normal/flag-of-Tajikistan.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Tajikistan.png,flag-of-Tajikistan.png
138,Tanzania,TAN,tanzania,tanzania,flags-normal/flag-of-Tanzania.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Tanzania.png,flag-of-Tanzania.png
33,Thailand,THA,thailand,thailand,flags-normal/flag-of-Thailand.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Thailand.png,flag-of-Thailand.png
226,Tibet,TIB,tibet,tibet,flags-normal/flag-of-Tibet.png,,flag-of-Tibet.png
192,Timor-Leste,TLS,timor-leste,timorleste,flags-normal/flag-of-Timor-Leste.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Timor-Leste.png,flag-of-Timor-Leste.png
115,Togo,TOG,togo,togo,flags-normal/flag-of-Togo.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Togo.png,flag-of-Togo.png
153,Tonga,TGA,tonga,tonga,flags-normal/flag-of-Tonga.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Tonga.png,flag-of-Tonga.png
94,Trinidad And Tobago,TRI,trinidad and tobago,trinidadandtobago,flags-normal/flag-of-Trinidad-and-Tobago.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Trinidad-and-Tobago.png,flag-of-Trinidad-and-Tobago.png
116,Tunisia,TUN,tunisia,tunisia,flags-normal/flag-of-Tunisia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Tunisia.png,flag-of-Tunisia.png
73,Turkey,TUR,turkey,turkey,flags-normal/flag-of-Turkey.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Turkey.png,flag-of-Turkey.png
35,Turkmenistan,TKM,turkmenistan,turkmenistan,flags-normal/flag-of-Turkmenistan.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Turkmenistan.png,flag-of-Turkmenistan.png
219,Turks And Caicos Islands,TCA,turks and caicos islands,turksandcaicosislands,flags-normal/flag-of-Turks-and-Caicos-Islands.png,,flag-of-Turks-and-Caicos-Islands.png
130,Uganda,UGA,uganda,uganda,flags-normal/flag-of-Uganda.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Uganda.png,flag-of-Uganda.png
74,Ukraine,UKR,ukraine,ukraine,flags-normal/flag-of-Ukraine.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Ukraine.png,flag-of-Ukraine.png
29,United Arab Emirates,UAE,united arab emirates,unitedarabemirates,flags-normal/flag-of-United-Arab-Emirates.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-United-Arab-Emirates.png,flag-of-United-Arab-Emirates.png
8,Uruguay,URU,uruguay,uruguay,flags-normal/flag-of-Uruguay.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Uruguay.png,flag-of-Uruguay.png
221,U.S. Virgin Islands,VIR,u.s. virgin islands,usvirginislands,flags-normal/flag-of-US-Virgin-Islands.png,,flag-of-US-Virgin-Islands.png
95,United States,USA,united states,unitedstates,flags-normal/flag-of-United-States-of-America.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-United-States-of-America.png,flag-of-United-States-of-America.png
30,Uzbekistan,UZB,uzbekistan,uzbekistan,flags-normal/flag-of-Uzbekistan.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Uzbekistan.png,flag-of-Uzbekistan.png
15,Vanuatu,VAN,vanuatu,vanuatu,flags-normal/flag-of-Vanuatu.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Vanuatu.png,flag-of-Vanuatu.png
10,Venezuela,VEN,venezuela,venezuela,flags-normal/flag-of-Venezuela.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Venezuela.png,flag-of-Venezuela.png
38,Vietnam,VIE,vietnam,vietnam,flags-normal/flag-of-Vietnam.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Vietnam.png,flag-of-Vietnam.png
75,Wales,WAL,wales,wales,flags-normal/flag-of-Wales.png,,flag-of-Wales.png
42,Yemen,YEM,yemen,yemen,flags-normal/flag-of-Yemen.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Yemen.png,flag-of-Yemen.png
131,Zambia,ZAM,zambia,zambia,flags-normal/flag-of-Zambia.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Zambia.png,flag-of-Zambia.png
209,Zanzibar,ZAN,zanzibar,zanzibar,flags-normal/flag-of-Zanzibar.png,,flag-of-Zanzibar.png
132,Zimbabwe,ZIM,zimbabwe,zimbabwe,flags-normal/flag-of-Zimbabwe.png,https://www.countries-ofthe-world.com/flags-normal/flag-of-Zimbabwe.png,flag-of-Zimbabwe.png
